ID,label
446,8
447,5
448,0
449,3
450,4
451,9
452,8
453,3
454,1
455,2
456,4
457,6
458,2
459,3
460,7
461,8
462,5
463,5
464,5
465,3
466,7
467,6
468,0
469,4
470,3
471,6
472,0
473,7
474,5
475,0
476,9
477,0
478,5
479,4
480,3
481,2
482,0
483,1
484,4
485,6
486,5
487,7
488,3
489,2
490,9
491,4
492,5
493,2
494,7
495,6
496,7
497,3
498,4
499,3
500,8
501,5
502,2
503,0
504,6
505,3
506,1
507,3
508,3
509,0
510,0
511,6
512,9
513,3
514,7
515,4
516,1
517,3
518,6
519,7
520,1
521,2
522,1
523,7
524,6
525,0
526,4
527,5
528,1
529,6
530,9
531,4
532,7
533,2
534,8
535,8
536,8
537,3
538,8
539,9
540,4
541,3
542,3
543,8
544,9
545,2
546,6
547,1
548,7
549,4
550,7
551,8
552,4
553,0
554,2
555,8
556,3
557,1
558,8
559,0
560,6
561,5
562,2
563,1
564,7
565,1
566,9
567,7
568,5
569,9
570,3
571,7
572,5
573,4
574,2
575,9
576,5
577,1
578,0
579,6
580,6
581,0
582,5
583,8
584,7
585,7
586,5
587,7
588,6
589,3
590,6
591,5
592,4
593,2
594,3
595,5
596,2
597,7
598,5
599,9
600,9
601,9
602,8
603,9
604,9
605,9
606,7
607,4
608,4
609,5
610,3
611,1
612,6
613,4
614,8
615,6
616,5
617,4
618,3
619,0
620,2
621,9
622,9
623,9
624,9
625,4
626,4
627,2
628,3
629,8
630,8
631,1
632,8
633,2
634,1
635,0
636,2
637,2
638,9
639,5
640,2
641,3
642,9
643,5
644,9
645,1
646,8
647,3
648,8
649,2
650,5
651,8
652,4
653,5
654,7
655,9
656,4
657,4
658,9
659,9
660,1
661,1
662,0
663,9
664,7
665,1
666,5
667,1
668,7
669,1
670,5
671,1
672,2
673,3
674,2
675,4
676,9
677,7
678,2
679,8
680,5
681,1
682,6
683,9
684,2
685,9
686,0
687,1
688,1
689,5
690,8
691,9
692,6
693,6
694,2
695,8
696,2
697,4
698,3
699,7
700,2
701,7
702,8
703,0
704,9
705,7
706,4
707,5
708,6
709,9
710,3
711,9
712,7
713,2
714,6
715,3
716,1
717,6
718,2
719,2
720,5
721,6
722,7
723,6
724,0
725,1
726,6
727,1
728,4
729,0
730,5
731,7
732,4
733,3
734,8
735,2
736,2
737,0
738,0
739,5
740,8
741,4
742,4
743,8
744,9
745,9
746,5
747,1
748,7
749,7
750,8
751,3
752,6
753,9
754,5
755,9
756,7
757,9
758,0
759,7
760,5
761,4
762,1
763,9
764,1
765,5
766,1
767,4
768,9
769,3
770,2
771,7
772,8
773,3
774,9
775,1
776,3
777,4
778,7
779,8
780,2
781,6
782,6
783,1
784,3
785,3
786,9
787,5
788,6
789,3
790,1
791,3
792,2
793,8
794,7
795,8
796,0
797,4
798,5
799,1
800,3
801,0
802,2
803,4
804,8
805,8
806,1
807,7
808,4
809,5
810,0
811,0
812,8
813,2
814,3
815,8
816,2
817,4
818,4
819,4
820,4
821,3
822,2
823,8
824,2
825,2
826,2
827,1
828,9
829,9
830,7
831,7
832,6
833,7
834,1
835,5
836,6
837,1
838,3
839,8
840,9
841,6
842,5
843,1
844,6
845,8
846,6
847,5
848,1
849,2
850,2
851,1
852,7
853,4
854,1
855,6
856,4
857,2
858,3
859,9
860,0
861,0
862,6
863,5
864,6
865,8
866,6
867,4
868,6
869,2
870,6
871,6
872,4
873,2
874,0
875,8
876,8
877,9
878,7
879,5
880,7
881,8
882,4
883,3
884,7
885,6
886,4
887,8
888,0
889,2
890,9
891,1
892,0
893,5
894,0
895,7
896,6
897,5
898,3
899,1
900,8
901,6
902,3
903,3
904,3
905,1
906,6
907,6
908,7
909,2
910,9
911,7
912,1
913,4
914,5
915,2
916,3
917,7
918,5
919,9
920,5
921,2
922,1
923,1
924,6
925,2
926,4
927,6
928,5
929,9
930,7
931,0
932,9
933,5
934,7
935,0
936,7
937,0
938,1
939,0
940,4
941,1
942,9
943,3
944,6
945,5
946,8
947,2
948,7
949,7
950,4
951,1
952,7
953,8
954,1
955,0
956,6
957,1
958,3
959,7
960,5
961,7
962,0
963,9
964,9
965,1
966,6
967,6
968,4
969,8
970,3
971,7
972,8
973,3
974,4
975,1
976,1
977,2
978,5
979,5
980,9
981,0
982,4
983,8
984,2
985,2
986,0
987,6
988,9
989,9
990,9
991,7
992,3
993,1
994,9
995,6
996,0
997,2
998,1
999,3
1000,1
1001,6
1002,1
1003,5
1004,3
1005,1
1006,7
1007,7
1008,6
1009,2
1010,8
1011,8
1012,5
1013,2
1014,9
1015,5
1016,2
1017,6
1018,0
1019,7
1020,3
1021,4
1022,2
1023,1
1024,3
1025,3
1026,1
1027,3
1028,1
1029,6
1030,4
1031,6
1032,5
1033,5
1034,8
1035,3
1036,8
1037,0
1038,4
1039,8
1040,0
1041,7
1042,7
1043,4
1044,2
1045,2
1046,1
1047,4
1048,3
1049,4
1050,2
1051,4
1052,9
1053,6
1054,9
1055,5
1056,2
1057,9
1058,5
1059,7
1060,7
1061,0
1062,0
1063,1
1064,3
1065,7
1066,1
1067,8
1068,9
1069,5
1070,4
1071,9
1072,2
1073,9
1074,8
1075,4
1076,1
1077,7
1078,2
1079,2
1080,2
1081,6
1082,1
1083,2
1084,6
1085,0
1086,5
1087,4
1088,1
1089,2
1090,7
1091,2
1092,8
1093,1
1094,8
1095,1
1096,2
1097,4
1098,7
1099,3
1100,9
1101,2
1102,0
1103,2
1104,1
1105,0
1106,1
1107,7
1108,3
1109,8
1110,9
1111,5
1112,3
1113,3
1114,0
1115,0
1116,7
1117,7
1118,8
1119,9
1120,9
1121,9
1122,2
1123,9
1124,7
1125,1
1126,9
1127,4
1128,7
1129,4
1130,5
1131,3
1132,8
1133,7
1134,5
1135,4
1136,2
1137,1
1138,4
1139,3
1140,2
1141,7
1142,8
1143,2
1144,0
1145,9
1146,3
1147,1
1148,1
1149,6
1150,8
1151,8
1152,6
1153,0
1154,1
1155,4
1156,4
1157,6
1158,8
1159,7
1160,0
1161,2
1162,0
1163,5
1164,2
1165,5
1166,1
1167,8
1168,6
1169,0
1170,5
1171,7
1172,7
1173,3
1174,1
1175,2
1176,8
1177,9
1178,8
1179,9
1180,7
1181,3
1182,8
1183,0
1184,3
1185,6
1186,0
1187,3
1188,2
1189,0
1190,9
1191,2
1192,2
1193,1
1194,5
1195,7
1196,5
1197,7
1198,3
1199,3
1200,9
1201,5
1202,3
1203,1
1204,6
1205,9
1206,5
1207,6
1208,4
1209,1
1210,0
1211,9
1212,9
1213,3
1214,2
1215,7
1216,6
1217,2
1218,9
1219,9
1220,6
1221,7
1222,2
1223,6
1224,8
1225,2
1226,1
1227,1
1228,4
1229,0
1230,8
1231,2
1232,2
1233,8
1234,8
1235,4
1236,9
1237,7
1238,5
1239,3
1240,5
1241,1
1242,6
1243,1
1244,7
1245,6
1246,1
1247,6
1248,0
1249,5
1250,7
1251,7
1252,8
1253,3
1254,5
1255,8
1256,8
1257,6
1258,2
1259,1
1260,2
1261,0
1262,4
1263,5
1264,6
1265,5
1266,3
1267,9
1268,3
1269,0
1270,6
1271,5
1272,7
1273,4
1274,5
1275,1
1276,1
1277,0
1278,1
1279,3
1280,0
1281,7
1282,6
1283,0
1284,7
1285,7
1286,1
1287,6
1288,2
1289,7
1290,1
1291,5
1292,5
1293,8
1294,3
1295,6
1296,9
1297,0
1298,7
1299,3
1300,7
1301,9
1302,3
1303,5
1304,1
1305,6
1306,2
1307,1
1308,5
1309,3
1310,9
1311,0
1312,3
1313,7
1314,0
1315,1
1316,8
1317,7
1318,7
1319,3
1320,6
1321,4
1322,7
1323,4
1324,1
1325,8
1326,7
1327,4
1328,1
1329,8
1330,3
1331,9
1332,0
1333,6
1334,0
1335,9
1336,0
1337,9
1338,8
1339,9
1340,0
1341,4
1342,2
1343,2
1344,2
1345,4
1346,0
1347,5
1348,5
1349,6
1350,7
1351,9
1352,7
1353,5
1354,1
1355,5
1356,5
1357,7
1358,4
1359,6
1360,3
1361,3
1362,5
1363,0
1364,4
1365,1
1366,1
1367,6
1368,1
1369,9
1370,5
1371,8
1372,1
1373,9
1374,2
1375,7
1376,1
1377,9
1378,2
1379,8
1380,7
1381,2
1382,0
1383,3
1384,3
1385,3
1386,3
1387,4
1388,8
1389,4
1390,4
1391,4
1392,3
1393,5
1394,6
1395,6
1396,1
1397,4
1398,6
1399,5
1400,9
1401,7
1402,1
1403,7
1404,7
1405,4
1406,7
1407,6
1408,1
1409,1
1410,9
1411,4
1412,4
1413,8
1414,1
1415,5
1416,5
1417,2
1418,7
1419,4
1420,2
1421,4
1422,3
1423,6
1424,6
1425,0
1426,8
1427,6
1428,0
1429,4
1430,2
1431,3
1432,3
1433,8
1434,0
1435,8
1436,6
1437,0
1438,2
1439,8
1440,2
1441,9
1442,6
1443,9
1444,3
1445,8
1446,8
1447,0
1448,4
1449,7
1450,3
1451,3
1452,9
1453,7
1454,9
1455,1
1456,1
1457,8
1458,7
1459,1
1460,8
1461,9
1462,7
1463,7
1464,7
1465,0
1466,7
1467,6
1468,5
1469,6
1470,6
1471,0
1472,8
1473,8
1474,0
1475,5
1476,7
1477,9
1478,8
1479,0
1480,7
1481,7
1482,5
1483,2
1484,1
1485,4
1486,8
1487,1
1488,5
1489,8
1490,1
1491,0
1492,0
1493,7
1494,8
1495,3
1496,5
1497,3
1498,9
1499,9
1500,5
1501,1
1502,2
1503,3
1504,7
1505,0
1506,5
1507,9
1508,8
1509,2
1510,2
1511,1
1512,6
1513,5
1514,7
1515,6
1516,2
1517,1
1518,2
1519,7
1520,9
1521,8
1522,0
1523,2
1524,0
1525,4
1526,9
1527,9
1528,2
1529,6
1530,1
1531,7
1532,7
1533,7
1534,5
1535,9
1536,0
1537,8
1538,6
1539,9
1540,7
1541,2
1542,9
1543,9
1544,5
1545,4
1546,2
1547,9
1548,1
1549,1
1550,6
1551,1
1552,4
1553,9
1554,5
1555,4
1556,3
1557,3
1558,7
1559,4
1560,1
1561,1
1562,0
1563,2
1564,8
1565,0
1566,1
1567,4
1568,5
1569,2
1570,9
1571,8
1572,3
1573,5
1574,2
1575,3
1576,0
1577,5
1578,4
1579,1
1580,6
1581,0
1582,6
1583,7
1584,1
1585,1
1586,2
1587,2
1588,1
1589,2
1590,5
1591,2
1592,5
1593,4
1594,6
1595,6
1596,1
1597,5
1598,0
1599,3
1600,5
1601,0
1602,8
1603,3
1604,1
1605,9
1606,3
1607,6
1608,0
1609,2
1610,1
1611,4
1612,6
1613,9
1614,9
1615,4
1616,1
1617,9
1618,3
1619,3
1620,1
1621,1
1622,5
1623,9
1624,0
1625,9
1626,0
1627,6
1628,8
1629,2
1630,6
1631,9
1632,2
1633,7
1634,5
1635,8
1636,7
1637,2
1638,1
1639,5
1640,5
1641,5
1642,2
1643,6
1644,3
1645,0
1646,8
1647,0
1648,3
1649,4
1650,8
1651,5
1652,0
1653,7
1654,0
1655,2
1656,5
1657,3
1658,3
1659,8
1660,9
1661,5
1662,6
1663,1
1664,9
1665,3
1666,3
1667,6
1668,7
1669,7
1670,1
1671,0
1672,4
1673,9
1674,2
1675,0
1676,2
1677,6
1678,8
1679,6
1680,0
1681,4
1682,4
1683,4
1684,2
1685,2
1686,6
1687,8
1688,9
1689,3
1690,1
1691,4
1692,4
1693,4
1694,8
1695,1
1696,5
1697,4
1698,9
1699,5
1700,5
1701,5
1702,7
1703,8
1704,5
1705,1
1706,9
1707,9
1708,9
1709,4
1710,0
1711,2
1712,2
1713,6
1714,9
1715,0
1716,2
1717,5
1718,1
1719,7
1720,0
1721,1
1722,8
1723,3
1724,7
1725,2
1726,4
1727,7
1728,7
1729,3
1730,3
1731,3
1732,2
1733,1
1734,9
1735,9
1736,4
1737,4
1738,2
1739,1
1740,3
1741,0
1742,4
1743,1
1744,9
1745,9
1746,0
1747,8
1748,6
1749,1
1750,7
1751,4
1752,5
1753,1
1754,9
1755,6
1756,4
1757,6
1758,7
1759,5
1760,5
1761,5
1762,3
1763,3
1764,3
1765,9
1766,6
1767,6
1768,2
1769,3
1770,5
1771,2
1772,1
1773,1
1774,0
1775,7
1776,5
1777,8
1778,4
1779,3
1780,1
1781,4
1782,7
1783,6
1784,0
1785,7
1786,0
1787,5
1788,6
1789,8
1790,4
1791,9
1792,6
1793,8
1794,0
1795,9
1796,6
1797,9
1798,3
1799,8
1800,9
1801,3
1802,5
1803,7
1804,2
1805,5
1806,6
1807,4
1808,7
1809,8
1810,3
1811,9
1812,4
1813,1
1814,2
1815,5
1816,2
1817,7
1818,7
1819,7
1820,8
1821,4
1822,1
1823,7
1824,6
1825,5
1826,4
1827,8
1828,8
1829,7
1830,0
1831,6
1832,1
1833,4
1834,1
1835,3
1836,8
1837,4
1838,7
1839,1
1840,6
1841,6
1842,7
1843,2
1844,4
1845,1
1846,6
1847,4
1848,0
1849,0
1850,8
1851,4
1852,7
1853,2
1854,6
1855,8
1856,0
1857,3
1858,7
1859,0
1860,0
1861,2
1862,9
1863,2
1864,0
1865,8
1866,9
1867,7
1868,9
1869,3
1870,9
1871,5
1872,5
1873,4
1874,1
1875,9
1876,7
1877,5
1878,0
1879,0
1880,8
1881,1
1882,4
1883,7
1884,4
1885,3
1886,1
1887,3
1888,0
1889,2
1890,0
1891,2
1892,5
1893,7
1894,7
1895,9
1896,6
1897,6
1898,9
1899,0
1900,5
1901,1
1902,9
1903,1
1904,7
1905,8
1906,0
1907,5
1908,6
1909,4
1910,0
1911,5
1912,5
1913,7
1914,8
1915,6
1916,1
1917,4
1918,0
1919,1
1920,1
1921,3
1922,2
1923,7
1924,0
1925,0
1926,3
1927,2
1928,4
1929,4
1930,4
1931,5
1932,0
1933,7
1934,2
1935,3
1936,4
1937,1
1938,2
1939,4
1940,3
1941,0
1942,1
1943,9
1944,5
1945,0
1946,2
1947,8
1948,7
1949,1
1950,9
1951,2
1952,3
1953,1
1954,6
1955,5
1956,7
1957,5
1958,5
1959,1
1960,5
1961,5
1962,5
1963,5
1964,2
1965,6
1966,6
1967,6
1968,6
1969,5
1970,1
1971,4
1972,4
1973,3
1974,3
1975,3
1976,2
1977,6
1978,1
1979,6
1980,1
1981,5
1982,0
1983,1
1984,1
1985,1
1986,2
1987,4
1988,6
1989,6
1990,0
1991,0
1992,1
1993,9
1994,3
1995,7
1996,9
1997,6
1998,1
1999,6
2000,1
2001,5
2002,9
2003,6
2004,6
2005,9
2006,9
2007,7
2008,3
2009,2
2010,6
2011,4
2012,2
2013,8
2014,2
2015,3
2016,4
2017,2
2018,4
2019,0
2020,2
2021,1
2022,6
2023,9
2024,4
2025,4
2026,4
2027,4
2028,2
2029,6
2030,3
2031,4
2032,4
2033,6
2034,5
2035,7
2036,1
2037,7
2038,3
2039,2
2040,3
2041,2
2042,2
2043,4
2044,3
2045,7
2046,7
2047,0
2048,8
2049,5
2050,0
2051,1
2052,3
2053,7
2054,1
2055,7
2056,7
2057,9
2058,0
2059,6
2060,6
2061,9
2062,1
2063,4
2064,9
2065,6
2066,9
2067,5
2068,8
2069,7
2070,1
2071,5
2072,0
2073,7
2074,8
2075,1
2076,7
2077,3
2078,9
2079,1
2080,1
2081,1
2082,5
2083,7
2084,1
2085,3
2086,3
2087,9
2088,9
2089,9
2090,9
2091,8
2092,7
2093,5
2094,5
2095,6
2096,8
2097,4
2098,3
2099,5
2100,3
2101,4
2102,2
2103,8
2104,0
2105,6
2106,3
2107,1
2108,0
2109,1
2110,9
2111,5
2112,7
2113,1
2114,9
2115,9
2116,9
2117,4
2118,2
2119,3
2120,3
2121,6
2122,8
2123,1
2124,2
2125,5
2126,0
2127,8
2128,2
2129,0
2130,4
2131,9
2132,6
2133,6
2134,3
2135,8
2136,3
2137,6
2138,4
2139,6
2140,6
2141,3
2142,8
2143,8
2144,7
2145,4
2146,2
2147,4
2148,4
2149,1
2150,0
2151,9
2152,2
2153,4
2154,3
2155,4
2156,1
2157,0
2158,8
2159,5
2160,5
2161,1
2162,0
2163,9
2164,3
2165,8
2166,7
2167,3
2168,3
2169,2
2170,6
2171,3
2172,2
2173,6
2174,0
2175,4
2176,9
2177,1
2178,7
2179,3
2180,8
2181,9
2182,3
2183,2
2184,6
2185,2
2186,7
2187,9
2188,0
2189,9
2190,8
2191,4
2192,5
2193,4
2194,6
2195,0
2196,4
2197,8
2198,7
2199,0
2200,6
2201,6
2202,7
2203,8
2204,6
2205,4
2206,1
2207,3
2208,7
2209,8
2210,7
2211,1
2212,0
2213,0
2214,6
2215,2
2216,3
2217,5
2218,8
2219,1
2220,0
2221,8
2222,2
2223,9
2224,5
2225,7
2226,6
2227,5
2228,4
2229,8
2230,4
2231,6
2232,3
2233,7
2234,1
2235,3
2236,1
2237,6
2238,9
2239,1
2240,5
2241,7
2242,4
2243,5
2244,6
2245,1
2246,3
2247,2
2248,0
2249,2
2250,5
2251,0
2252,5
2253,7
2254,9
2255,1
2256,4
2257,2
2258,2
2259,5
2260,4
2261,8
2262,8
2263,3
2264,2
2265,1
2266,0
2267,9
2268,1
2269,2
2270,1
2271,1
2272,2
2273,1
2274,4
2275,3
2276,9
2277,8
2278,3
2279,0
2280,9
2281,9
2282,5
2283,1
2284,2
2285,9
2286,7
2287,5
2288,0
2289,2
2290,0
2291,0
2292,3
2293,0
2294,1
2295,5
2296,4
2297,7
2298,7
2299,8
2300,8
2301,6
2302,7
2303,0
2304,2
2305,4
2306,0
2307,1
2308,2
2309,9
2310,2
2311,7
2312,8
2313,9
2314,9
2315,3
2316,5
2317,1
2318,1
2319,7
2320,4
2321,5
2322,1
2323,3
2324,7
2325,7
2326,9
2327,9
2328,9
2329,7
2330,4
2331,8
2332,7
2333,1
2334,4
2335,3
2336,2
2337,7
2338,7
2339,7
2340,3
2341,4
2342,2
2343,0
2344,4
2345,2
2346,8
2347,7
2348,9
2349,7
2350,1
2351,9
2352,8
2353,8
2354,7
2355,6
2356,5
2357,7
2358,0
2359,5
2360,6
2361,4
2362,7
2363,9
2364,8
2365,0
2366,5
2367,4
2368,8
2369,2
2370,5
2371,9
2372,0
2373,8
2374,7
2375,9
2376,5
2377,4
2378,6
2379,2
2380,9
2381,9
2382,8
2383,8
2384,6
2385,3
2386,2
2387,2
2388,6
2389,0
2390,2
2391,2
2392,0
2393,5
2394,0
2395,9
2396,4
2397,2
2398,3
2399,4
2400,1
2401,0
2402,8
2403,0
2404,4
2405,4
2406,9
2407,4
2408,5
2409,3
2410,6
2411,4
2412,5
2413,9
2414,4
2415,2
2416,8
2417,5
2418,9
2419,5
2420,1
2421,0
2422,5
2423,8
2424,5
2425,1
2426,1
2427,8
2428,0
2429,2
2430,3
2431,2
2432,4
2433,5
2434,2
2435,0
2436,6
2437,5
2438,6
2439,8
2440,3
2441,8
2442,5
2443,9
2444,7
2445,1
2446,7
2447,4
2448,3
2449,6
2450,8
2451,6
2452,5
2453,8
2454,3
2455,7
2456,2
2457,0
2458,5
2459,6
2460,5
2461,3
2462,1
2463,8
2464,6
2465,7
2466,6
2467,3
2468,6
2469,0
2470,0
2471,0
2472,8
2473,8
2474,4
2475,1
2476,3
2477,7
2478,5
2479,7
2480,9
2481,2
2482,9
2483,4
2484,7
2485,4
2486,4
2487,8
2488,2
2489,1
2490,3
2491,9
2492,7
2493,2
2494,4
2495,9
2496,0
2497,0
2498,2
2499,6
2500,7
2501,5
2502,3
2503,0
2504,6
2505,7
2506,1
2507,4
2508,3
2509,2
2510,5
2511,8
2512,0
2513,8
2514,9
2515,9
2516,1
2517,3
2518,4
2519,1
2520,7
2521,2
2522,4
2523,0
2524,4
2525,0
2526,9
2527,2
2528,0
2529,4
2530,0
2531,4
2532,5
2533,1
2534,8
2535,3
2536,2
2537,9
2538,1
2539,7
2540,0
2541,2
2542,8
2543,9
2544,7
2545,0
2546,4
2547,5
2548,6
2549,0
2550,2
2551,9
2552,6
2553,2
2554,3
2555,9
2556,4
2557,2
2558,1
2559,6
2560,8
2561,1
2562,7
2563,1
2564,6
2565,2
2566,0
2567,8
2568,7
2569,8
2570,6
2571,8
2572,8
2573,9
2574,8
2575,8
2576,9
2577,0
2578,5
2579,4
2580,2
2581,3
2582,9
2583,9
2584,8
2585,2
2586,6
2587,5
2588,2
2589,0
2590,9
2591,6
2592,4
2593,3
2594,5
2595,7
2596,9
2597,9
2598,5
2599,5
2600,0
2601,8
2602,2
2603,7
2604,8
2605,7
2606,7
2607,3
2608,1
2609,9
2610,8
2611,1
2612,0
2613,4
2614,8
2615,9
2616,2
2617,0
2618,4
2619,1
2620,0
2621,2
2622,4
2623,3
2624,7
2625,9
2626,3
2627,7
2628,1
2629,0
2630,9
2631,8
2632,2
2633,3
2634,4
2635,3
2636,9
2637,3
2638,2
2639,0
2640,8
2641,1
2642,4
2643,7
2644,8
2645,6
2646,2
2647,4
2648,8
2649,3
2650,0
2651,1
2652,3
2653,3
2654,2
2655,1
2656,7
2657,7
2658,9
2659,6
2660,2
2661,8
2662,3
2663,0
2664,6
2665,1
2666,4
2667,4
2668,6
2669,1
2670,3
2671,6
2672,5
2673,2
2674,2
2675,2
2676,7
2677,1
2678,0
2679,1
2680,4
2681,6
2682,1
2683,4
2684,0
2685,2
2686,8
2687,3
2688,3
2689,2
2690,3
2691,1
2692,6
2693,0
2694,6
2695,0
2696,3
2697,1
2698,9
2699,5
2700,9
2701,0
2702,8
2703,7
2704,9
2705,1
2706,4
2707,7
2708,9
2709,7
2710,1
2711,1
2712,0
2713,7
2714,4
2715,9
2716,5
2717,9
2718,7
2719,0
2720,8
2721,2
2722,5
2723,7
2724,4
2725,8
2726,6
2727,7
2728,8
2729,2
2730,0
2731,4
2732,4
2733,0
2734,7
2735,1
2736,4
2737,2
2738,5
2739,9
2740,3
2741,7
2742,0
2743,2
2744,5
2745,7
2746,0
2747,0
2748,4
2749,4
2750,7
2751,8
2752,0
2753,1
2754,2
2755,7
2756,3
2757,8
2758,7
2759,3
2760,2
2761,9
2762,0
2763,8
2764,1
2765,4
2766,9
2767,1
2768,0
2769,3
2770,5
2771,7
2772,2
2773,9
2774,2
2775,0
2776,9
2777,4
2778,8
2779,8
2780,0
2781,0
2782,5
2783,9
2784,4
2785,7
2786,6
2787,9
2788,2
2789,2
2790,2
2791,2
2792,9
2793,5
2794,4
2795,7
2796,9
2797,8
2798,2
2799,2
2800,4
2801,0
2802,0
2803,6
2804,9
2805,1
2806,0
2807,2
2808,9
2809,2
2810,6
2811,3
2812,9
2813,2
2814,7
2815,4
2816,8
2817,2
2818,4
2819,7
2820,7
2821,8
2822,8
2823,8
2824,9
2825,5
2826,1
2827,3
2828,1
2829,5
2830,8
2831,1
2832,8
2833,7
2834,2
2835,9
2836,6
2837,8
2838,0
2839,8
2840,9
2841,1
2842,8
2843,2
2844,4
2845,2
2846,4
2847,3
2848,6
2849,4
2850,9
2851,6
2852,1
2853,6
2854,7
2855,1
2856,8
2857,1
2858,4
2859,3
2860,0
2861,4
2862,3
2863,6
2864,7
2865,0
2866,1
2867,2
2868,3
2869,7
2870,1
2871,7
2872,5
2873,5
2874,0
2875,9
2876,3
2877,6
2878,5
2879,9
2880,4
2881,1
2882,6
2883,4
2884,1
2885,8
2886,3
2887,1
2888,3
2889,5
2890,9
2891,9
2892,4
2893,0
2894,3
2895,3
2896,9
2897,8
2898,9
2899,1
2900,0
2901,3
2902,8
2903,7
2904,2
2905,7
2906,0
2907,7
2908,3
2909,9
2910,6
2911,2
2912,3
2913,4
2914,9
2915,9
2916,9
2917,8
2918,9
2919,4
2920,8
2921,0
2922,0
2923,0
2924,2
2925,7
2926,9
2927,8
2928,6
2929,1
2930,3
2931,5
2932,8
2933,4
2934,4
2935,9
2936,3
2937,5
2938,7
2939,6
2940,9
2941,7
2942,9
2943,5
2944,8
2945,9
2946,1
2947,3
2948,3
2949,5
2950,6
2951,4
2952,5
2953,9
2954,4
2955,6
2956,1
2957,8
2958,3
2959,6
2960,3
2961,3
2962,4
2963,7
2964,8
2965,9
2966,8
2967,3
2968,4
2969,0
2970,2
2971,5
2972,0
2973,5
2974,8
2975,3
2976,4
2977,4
2978,5
2979,2
2980,6
2981,2
2982,1
2983,6
2984,3
2985,1
2986,1
2987,4
2988,2
2989,9
2990,0
2991,5
2992,2
2993,7
2994,5
2995,0
2996,3
2997,5
